#title = mean sea level anomaly Pacific Ocean (Annual signals removed) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 2.85 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2016.41520,,,61.07000,58.41000
2016.44230,,,60.13000,
2016.44240,,,,58.24000
2016.46960,,,54.34000,53.64000
2016.49660,,,58.39000,
2016.49670,,,,58.04000
2016.52380,,,53.62000,53.94000
2016.55100,,,45.54000,46.06000
2016.57810,,,45.38000,
2016.57820,,,,45.76000
2016.60520,,,48.13000,
2016.60530,,,,49.47000
2016.63240,,,53.72000,54.86000
2016.65960,,,49.72000,50.25000
2016.68670,,,54.91000,56.02000
2016.71390,,,49.11000,51.38000
2016.74100,,,51.41000,
2016.74110,,,,52.98000
2016.76820,,,,54.52000
2016.79050,,,53.77000,
2016.79530,,,,58.59000
2016.80890,,,60.05000,
2016.82250,,,,52.79000
2016.83610,,,50.79000,
2016.84960,,,,54.28000
2016.86340,,,56.29000,
2016.87680,,,,56.53000
2016.89040,,,56.33000,
2016.90400,,,,61.57000
2016.91740,,,59.67000,
2016.92970,,,,57.12000
2016.94460,,,50.94000,
2016.95820,,,,52.16000
2016.97180,,,57.80000,
2016.98530,,,,59.72000
2016.99900,,,53.87000,
2017.01250,,,,50.60000
2017.02610,,,53.55000,
2017.03970,,,,58.57000
2017.05320,,,58.81000,
2017.06680,,,,54.83000
2017.08040,,,51.80000,
2017.09390,,,,52.36000
2017.10750,,,51.49000,
2017.12110,,,,54.27000
2017.13470,,,50.94000,
2017.14820,,,,50.27000
2017.16190,,,48.39000,
2017.17540,,,,50.59000
2017.18890,,,53.76000,
2017.20250,,,,54.22000
2017.20350,,,59.51000,
2017.22970,,,,58.39000
2017.25070,,,65.42000,
2017.25690,,,,60.21000
2017.27030,,,54.28000,
2017.28400,,,,49.47000
2017.29760,,,51.99000,
2017.31110,,,,49.37000
2017.32470,,,54.69000,
2017.33830,,,,49.10000
2017.35210,,,47.89000,
2017.36550,,,,43.54000
2017.37140,,,44.55000,
2017.39250,,,,43.99000
2017.41970,,,,51.12000
2017.44690,,,,49.03000
2017.47400,,,,44.22000
2017.50110,,,,35.00000
2017.52830,,,,42.98000
2017.55550,,,,55.39000
2017.58260,,,,56.39000
2017.60980,,,,48.41000
2017.63690,,,,49.61000
2017.66400,,,,43.94000
2017.69130,,,,45.83000
2017.71840,,,,47.03000
2017.74550,,,,49.07000
2017.77270,,,,50.35000
2017.79980,,,,54.26000
2017.82700,,,,57.00000
2017.85420,,,,52.42000
2017.88120,,,,55.67000
2017.90840,,,,56.63000
2017.93550,,,,60.53000
2017.96270,,,,57.83000
2017.98990,,,,50.47000
2018.01700,,,,49.03000
2018.04420,,,,52.89000
2018.07120,,,,50.52000
2018.09850,,,,50.93000
2018.12560,,,,47.23000
2018.15270,,,,47.91000
2018.17990,,,,53.01000
2018.20700,,,,56.84000
2018.23410,,,,54.10000
2018.26130,,,,47.50000
2018.28850,,,,49.45000
2018.31560,,,,55.74000
2018.34280,,,,57.66000
2018.36990,,,,54.89000
2018.39710,,,,53.22000
2018.42420,,,,62.33000
2018.45130,,,,65.32000
2018.47860,,,,55.29000
2018.50570,,,,52.15000
2018.53270,,,,64.62000
2018.55990,,,,61.23000
2018.58710,,,,59.03000
2018.61430,,,,61.96000
2018.64140,,,,52.07000
2018.66850,,,,51.73000
2018.69570,,,,55.15000
2018.72280,,,,56.49000
2018.75000,,,,61.07000
2018.77710,,,,57.68000
2018.80430,,,,63.04000
2018.83150,,,,64.00000
2018.85860,,,,59.75000
2018.88560,,,,56.12000
2018.91280,,,,58.99000
2018.94000,,,,60.70000
2018.96730,,,,65.29000
2018.99430,,,,67.02000
2019.02150,,,,61.87000
2019.04860,,,,62.90000
2019.07570,,,,58.71000
2019.10290,,,,62.11000
2019.13010,,,,62.28000
2019.14630,,,,61.26000
2019.18760,,,,62.36000
2019.21150,,,,65.65000
2019.23870,,,,61.60000
2019.25940,,,,62.31000
2019.29290,,,,58.14000
2019.32010,,,,62.02000
2019.34730,,,,62.02000
2019.37440,,,,60.54000
2019.40160,,,,57.05000
2019.42870,,,,50.54000
2019.45580,,,,62.91000
2019.48290,,,,65.16000
2019.51010,,,,67.30000
2019.53730,,,,62.96000
2019.56440,,,,58.07000
2019.59160,,,,61.06000
2019.61870,,,,66.01000
2019.64590,,,,69.04000
2019.67310,,,,70.11000
2019.70010,,,,71.38000
2019.72730,,,,61.05000
2019.75450,,,,56.77000
2019.78160,,,,57.43000
2019.80870,,,,55.81000
2019.83590,,,,53.41000
2019.86310,,,,59.29000
2019.89020,,,,57.78000
2019.91740,,,,59.36000
2019.94450,,,,64.36000
2019.97160,,,,62.24000
2019.99880,,,,63.67000
2020.02590,,,,62.19000
2020.05310,,,,53.01000
2020.07480,,,,57.59000
2020.11110,,,,66.73000
2020.13460,,,,63.63000
2020.16160,,,,59.39000
2020.18890,,,,58.56000
2020.21600,,,,57.26000
2020.24310,,,,59.71000
2020.27030,,,,60.99000
2020.29740,,,,61.93000
2020.32460,,,,58.89000
2020.35170,,,,68.88000
2020.37880,,,,76.98000
2020.40600,,,,74.97000
2020.43320,,,,67.84000
2020.45940,,,,59.62000
2020.48750,,,,58.82000
2020.51470,,,,62.45000
2020.54180,,,,64.60000
2020.56890,,,,62.90000
2020.59600,,,,54.50000
2020.62320,,,,57.86000
2020.65040,,,,60.71000
2020.67750,,,,63.31000
2020.70470,,,,66.11000
2020.73180,,,,67.72000
2020.75900,,,,63.88000
2020.78610,,,,61.17000
2020.81150,,,,64.17000
2020.84130,,,,63.75000
2020.86750,,,,62.22000
2020.89470,,,,55.04000
2020.92180,,,,64.12000
2020.94900,,,,66.13000
2020.97610,,,,56.70000
2021.00330,,,,62.41000
2021.03040,,,,64.02000
2021.05760,,,,65.82000
2021.08470,,,,65.89000
2021.11180,,,,60.74000
2021.13900,,,,60.38000
2021.16620,,,,59.52000
2021.19330,,,,64.08000
2021.22050,,,,64.88000
2021.24760,,,,70.11000
2021.27480,,,,72.39000
2021.30150,,,,69.01000
2021.32910,,,,61.06000
2021.35620,,,,63.64000
2021.38340,,,,73.42000
2021.41050,,,,77.39000
2021.43770,,,,69.65000
2021.46480,,,,68.28000
2021.49200,,,,64.79000
2021.51910,,,,62.20000
2021.54630,,,,68.83000
2021.57340,,,,76.43000
2021.60050,,,,71.34000
2021.62770,,,,75.41000
2021.65480,,,,69.08000
2021.68200,,,,71.72000
2021.70910,,,,74.35000
2021.73630,,,,68.90000
2021.76340,,,,65.09000
2021.79060,,,,65.03000
2021.81770,,,,68.09000
2021.84490,,,,68.85000
2021.87200,,,,62.27000
2021.89920,,,,63.00000
2021.92640,,,,67.69000
2021.95350,,,,65.89000
2021.98060,,,,64.36000
2022.00780,,,,62.45000
2022.03490,,,,67.44000
2022.06210,,,,69.32000
2022.08920,,,,63.87000
2022.11620,,,,74.00000
2022.14330,,,,61.13000
2022.17020,,,,60.15000
2022.19700,,,,68.10000
2022.22390,,,,69.88000
2022.25210,,,,74.11000
2022.26590,,,,68.30000
2022.32000,,,,71.72000
2022.33900,,,,71.59000
2022.36610,,,,62.84000
2022.39320,,,,69.18000
2022.42040,,,,59.81000
2022.44750,,,,57.12000
2022.47470,,,,63.20000
2022.50180,,,,66.08000
2022.52910,,,,75.65000
2022.55610,,,,69.17000
2022.58330,,,,61.17000
2022.61040,,,,65.99000
2022.63760,,,,66.29000
2022.66470,,,,68.42000
2022.69190,,,,71.12000
2022.71910,,,,65.53000
2022.74620,,,,66.57000
2022.77330,,,,68.45000
2022.79920,,,,69.15000
2022.82950,,,,64.96000
2022.85380,,,,61.01000
